wilayah,tahun,periode,id_periode,nilai,nasional,target,target_makro_rpjmn ,target_rkpd,target_kewilayahan_rkp,versi,satuan,sumber,id_indikator,nama_indikator,
1275,2015,03,201503,1.21,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1276,2015,03,201503,0.81,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1277,2015,03,201503,1.71,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1278,2015,03,201503,4.33,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1301,2015,03,201503,2.83,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1302,2015,03,201503,0.84,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1303,2015,03,201503,1.12,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1304,2015,03,201503,1.05,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1305,2015,03,201503,0.45,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1306,2015,03,201503,1.06,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1307,2015,03,201503,0.89,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1308,2015,03,201503,0.89,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1309,2015,03,201503,1.09,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1310,2015,03,201503,1.06,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1311,2015,03,201503,1.04,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1312,2015,03,201503,1.33,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1371,2015,03,201503,0.54,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1372,2015,03,201503,0.49,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1373,2015,03,201503,0.18,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1374,2015,03,201503,0.54,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1375,2015,03,201503,0.93,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1376,2015,03,201503,0.79,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1377,2015,03,201503,0.58,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1401,2015,03,201503,1.48,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1402,2015,03,201503,1.22,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1403,2015,03,201503,1.45,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1404,2015,03,201503,2.38,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1405,2015,03,201503,0.64,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1406,2015,03,201503,1.41,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1407,2015,03,201503,1.54,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1408,2015,03,201503,1.05,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1409,2015,03,201503,1.18,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1410,2015,03,201503,6.63,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1471,2015,03,201503,0.36,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1473,2015,03,201503,0.59,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1501,2015,03,201503,1.30,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1502,2015,03,201503,1.57,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1503,2015,03,201503,1.08,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1504,2015,03,201503,1.96,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1505,2015,03,201503,0.61,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1506,2015,03,201503,1.98,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1507,2015,03,201503,2.15,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1508,2015,03,201503,0.70,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1509,2015,03,201503,0.64,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1571,2015,03,201503,1.36,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1572,2015,03,201503,0.53,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1601,2015,03,201503,1.92,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1602,2015,03,201503,3.11,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1603,2015,03,201503,2.25,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1604,2015,03,201503,2.81,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1605,2015,03,201503,2.06,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1606,2015,03,201503,2.64,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1607,2015,03,201503,2.52,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1608,2015,03,201503,1.67,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1609,2015,03,201503,1.51,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1610,2015,03,201503,2.76,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1611,2015,03,201503,1.80,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1612,2015,03,201503,2.24,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1613,2015,03,201503,3.25,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1671,2015,03,201503,2.05,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1672,2015,03,201503,1.82,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1673,2015,03,201503,1.59,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1674,2015,03,201503,2.40,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1701,2015,03,201503,4.53,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1702,2015,03,201503,3.02,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1703,2015,03,201503,2.30,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1704,2015,03,201503,3.76,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1705,2015,03,201503,4.59,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1706,2015,03,201503,2.44,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1707,2015,03,201503,1.80,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1708,2015,03,201503,2.74,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1709,2015,03,201503,1.25,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1771,2015,03,201503,4.30,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1801,2015,03,201503,2.37,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1802,2015,03,201503,1.98,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1803,2015,03,201503,2.66,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1804,2015,03,201503,2.51,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1805,2015,03,201503,2.41,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1806,2015,03,201503,4.08,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1807,2015,03,201503,2.18,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1808,2015,03,201503,1.84,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1809,2015,03,201503,3.12,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1810,2015,03,201503,1.40,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1811,2015,03,201503,1.04,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1812,2015,03,201503,1.48,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1813,2015,03,201503,2.52,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1871,2015,03,201503,1.26,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1872,2015,03,201503,1.54,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1901,2015,03,201503,0.57,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1902,2015,03,201503,1.10,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1903,2015,03,201503,0.32,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1904,2015,03,201503,0.84,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1905,2015,03,201503,0.44,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1906,2015,03,201503,0.80,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
1971,2015,03,201503,0.47,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
2101,2015,03,201503,0.83,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
2102,2015,03,201503,0.76,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
2103,2015,03,201503,0.44,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
2104,2015,03,201503,1.90,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
2105,2015,03,201503,0.99,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
2171,2015,03,201503,0.70,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
2172,2015,03,201503,1.20,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3101,2015,03,201503,1.47,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3171,2015,03,201503,0.39,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3172,2015,03,201503,0.50,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3173,2015,03,201503,0.24,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3174,2015,03,201503,0.25,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3175,2015,03,201503,0.82,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3201,2015,03,201503,1.58,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3202,2015,03,201503,1.22,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3203,2015,03,201503,1.85,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3204,2015,03,201503,1.52,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3205,2015,03,201503,2.07,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3206,2015,03,201503,1.90,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3207,2015,03,201503,1.31,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3208,2015,03,201503,2.32,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3209,2015,03,201503,2.42,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3210,2015,03,201503,2.34,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3211,2015,03,201503,1.82,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3212,2015,03,201503,2.37,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3213,2015,03,201503,2.49,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3214,2015,03,201503,1.42,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3215,2015,03,201503,1.54,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3216,2015,03,201503,0.75,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3217,2015,03,201503,2.15,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3218,2015,03,201503,1.74,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3271,2015,03,201503,1.26,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3272,2015,03,201503,1.52,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3273,2015,03,201503,0.72,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3274,2015,03,201503,1.28,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3275,2015,03,201503,0.68,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3276,2015,03,201503,0.23,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3277,2015,03,201503,0.91,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3278,2015,03,201503,2.85,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3279,2015,03,201503,0.76,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3301,2015,03,201503,2.71,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3302,2015,03,201503,2.91,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3303,2015,03,201503,3.37,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3304,2015,03,201503,3.51,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3305,2015,03,201503,4.08,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3306,2015,03,201503,2.43,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3307,2015,03,201503,4.74,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3308,2015,03,201503,1.60,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3309,2015,03,201503,2.01,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3310,2015,03,201503,2.72,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3311,2015,03,201503,1.09,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3312,2015,03,201503,2.10,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3313,2015,03,201503,1.82,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3314,2015,03,201503,2.69,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3315,2015,03,201503,2.56,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3316,2015,03,201503,2.08,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3317,2015,03,201503,3.47,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3318,2015,03,201503,2.02,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3319,2015,03,201503,0.90,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3320,2015,03,201503,1.28,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3321,2015,03,201503,2.32,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3322,2015,03,201503,1.33,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3323,2015,03,201503,1.99,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3324,2015,03,201503,2.17,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3325,2015,03,201503,1.80,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3326,2015,03,201503,1.98,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3327,2015,03,201503,3.93,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3328,2015,03,201503,1.50,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3329,2015,03,201503,3.52,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3371,2015,03,201503,1.39,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3372,2015,03,201503,1.74,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3373,2015,03,201503,1.07,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3374,2015,03,201503,0.50,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3375,2015,03,201503,0.83,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3376,2015,03,201503,1.34,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3401,2015,03,201503,4.16,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3402,2015,03,201503,3.16,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3403,2015,03,201503,4.55,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3404,2015,03,201503,1.46,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3471,2015,03,201503,1.06,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3501,2015,03,201503,2.92,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3502,2015,03,201503,1.63,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3503,2015,03,201503,2.18,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3504,2015,03,201503,1.27,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3505,2015,03,201503,1.61,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3506,2015,03,201503,2.05,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3507,2015,03,201503,2.05,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3508,2015,03,201503,1.65,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3509,2015,03,201503,1.58,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3510,2015,03,201503,1.02,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3511,2015,03,201503,1.93,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3512,2015,03,201503,2.25,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3513,2015,03,201503,3.58,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
3514,2015,03,201503,1.43,1.97,,,,,2015-10-21,%,Badan Pusat Statistik,39,ind1_kedalaman,
