wilayah,tahun,periode,id_periode,nilai,nasional,target,target_makro_rpjmn ,target_rkpd,target_kewilayahan_rkp,versi,satuan,sumber,id_indikator,nama_indikator,,,,
1203,2022,00,202200,4.78,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1204,2022,00,202200,4.18,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1205,2022,00,202200,4.25,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1206,2022,00,202200,4.24,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1207,2022,00,202200,4.8,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1208,2022,00,202200,4.66,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1209,2022,00,202200,4.68,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1210,2022,00,202200,4.21,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1211,2022,00,202200,4.22,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1212,2022,00,202200,4.7,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1213,2022,00,202200,4.69,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1214,2022,00,202200,3.08,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1215,2022,00,202200,4.21,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1216,2022,00,202200,4.27,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1217,2022,00,202200,4.48,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1218,2022,00,202200,4.46,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1219,2022,00,202200,4.07,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1220,2022,00,202200,4.12,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1221,2022,00,202200,4.61,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1222,2022,00,202200,4.74,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1223,2022,00,202200,4.62,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1224,2022,00,202200,3.03,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1225,2022,00,202200,3.01,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1301,2022,00,202200,4.94,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1302,2022,00,202200,4.02,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1303,2022,00,202200,4.31,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1304,2022,00,202200,3.95,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1305,2022,00,202200,4.2,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1306,2022,00,202200,6.87,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1307,2022,00,202200,4.21,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1308,2022,00,202200,4.04,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1309,2022,00,202200,4.09,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1310,2022,00,202200,4.02,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1311,2022,00,202200,4.28,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1312,2022,00,202200,4.17,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1401,2022,00,202200,4.71,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1402,2022,00,202200,4.63,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1403,2022,00,202200,5.31,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1404,2022,00,202200,4.39,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1405,2022,00,202200,3.78,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1406,2022,00,202200,4.83,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1407,2022,00,202200,5.02,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1408,2022,00,202200,2.22,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1409,2022,00,202200,2.64,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1410,2022,00,202200,3.17,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1501,2022,00,202200,4.43,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1502,2022,00,202200,5.72,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1503,2022,00,202200,6.73,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1504,2022,00,202200,12.27,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1505,2022,00,202200,7.97,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1506,2022,00,202200,0.57,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1507,2022,00,202200,2.56,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1508,2022,00,202200,6.3,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1509,2022,00,202200,4.73,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1601,2022,00,202200,5.6,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1602,2022,00,202200,5.18,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1603,2022,00,202200,8.39,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1604,2022,00,202200,6.9,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1605,2022,00,202200,4.06,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1606,2022,00,202200,4.27,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1607,2022,00,202200,5.32,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1608,2022,00,202200,4.84,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1609,2022,00,202200,5.44,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1610,2022,00,202200,5.06,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1611,2022,00,202200,4.95,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1612,2022,00,202200,4.43,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1613,2022,00,202200,4.47,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1701,2022,00,202200,3.45,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1702,2022,00,202200,4.3,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1703,2022,00,202200,3.14,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1704,2022,00,202200,3.78,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1705,2022,00,202200,2.92,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1706,2022,00,202200,4.33,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1707,2022,00,202200,2.98,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1708,2022,00,202200,4.19,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1709,2022,00,202200,3.03,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1801,2022,00,202200,4.1,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1802,2022,00,202200,4.16,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1803,2022,00,202200,4.91,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1804,2022,00,202200,2.02,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1805,2022,00,202200,4.65,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1806,2022,00,202200,3.16,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1807,2022,00,202200,4.41,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1808,2022,00,202200,3.92,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1809,2022,00,202200,4.55,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1810,2022,00,202200,4.37,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1811,2022,00,202200,3.49,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1812,2022,00,202200,4.49,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1813,2022,00,202200,2.88,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1901,2022,00,202200,4.87,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1902,2022,00,202200,5.71,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1903,2022,00,202200,2.01,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1904,2022,00,202200,6.1,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1905,2022,00,202200,3.07,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
1906,2022,00,202200,3.8,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
2101,2022,00,202200,4.38,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
2102,2022,00,202200,4.44,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
2103,2022,00,202200,0.11,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
2104,2022,00,202200,3.74,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
2105,2022,00,202200,0.09,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3101,2022,00,202200,-1.56,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3201,2022,00,202200,5.25,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3202,2022,00,202200,5.12,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3203,2022,00,202200,5.04,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3204,2022,00,202200,5.35,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3205,2022,00,202200,5.08,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3206,2022,00,202200,4.7,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3207,2022,00,202200,5.02,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3208,2022,00,202200,5.53,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3209,2022,00,202200,4.09,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3210,2022,00,202200,6.63,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3211,2022,00,202200,5.03,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3212,2022,00,202200,2.88,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3213,2022,00,202200,4.21,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3214,2022,00,202200,5.24,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3215,2022,00,202200,6.31,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3216,2022,00,202200,5.3,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3217,2022,00,202200,5.34,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3218,2022,00,202200,5.03,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3301,2022,00,202200,3.81,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3302,2022,00,202200,4.9,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3303,2022,00,202200,4.17,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3304,2022,00,202200,4.09,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3305,2022,00,202200,4.64,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3306,2022,00,202200,4.72,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3307,2022,00,202200,3.88,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3308,2022,00,202200,4.89,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3309,2022,00,202200,5.37,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3310,2022,00,202200,5.19,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3311,2022,00,202200,5.03,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3312,2022,00,202200,4.85,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3313,2022,00,202200,4.88,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3314,2022,00,202200,4.84,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3315,2022,00,202200,531,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3316,2022,00,202200,2.44,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3317,2022,00,202200,5.07,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3318,2022,00,202200,4.88,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3319,2022,00,202200,1.75,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3320,2022,00,202200,5.57,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3321,2022,00,202200,4.32,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3322,2022,00,202200,4.46,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3323,2022,00,202200,4.49,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3324,2022,00,202200,4.83,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3325,2022,00,202200,5.08,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3326,2022,00,202200,4.05,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3327,2022,00,202200,3.92,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3328,2022,00,202200,4.17,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3329,2022,00,202200,4.67,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3401,2022,00,202200,6.57,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3402,2022,00,202200,5.2,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3403,2022,00,202200,5.37,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3404,2022,00,202200,5.15,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3501,2022,00,202200,5.54,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3502,2022,00,202200,3.24,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3503,2022,00,202200,4.52,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3504,2022,00,202200,5.22,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3505,2022,00,202200,5.2,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3506,2022,00,202200,4.9,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3507,2022,00,202200,5.13,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3508,2022,00,202200,4.43,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3509,2022,00,202200,4.53,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3510,2022,00,202200,4.43,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3511,2022,00,202200,3.51,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3512,2022,00,202200,4.39,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3513,2022,00,202200,4.52,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3514,2022,00,202200,5.32,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3515,2022,00,202200,7.53,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3516,2022,00,202200,5.82,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3517,2022,00,202200,5.37,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3518,2022,00,202200,4.84,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3519,2022,00,202200,4.32,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3520,2022,00,202200,3.89,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3521,2022,00,202200,3.19,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3522,2022,00,202200,-6.16,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3523,2022,00,202200,8.88,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3524,2022,00,202200,5.56,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3525,2022,00,202200,7.38,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3526,2022,00,202200,-1.12,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3527,2022,00,202200,2.31,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3528,2022,00,202200,4.66,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3529,2022,00,202200,3.11,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3601,2022,00,202200,3.42,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3602,2022,00,202200,3.86,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3603,2022,00,202200,5.47,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
3604,2022,00,202200,5.04,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
5101,2022,00,202200,2.98,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
5102,2022,00,202200,2.94,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
5103,2022,00,202200,9.97,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
5104,2022,00,202200,4.04,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
5105,2022,00,202200,3.12,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
5106,2022,00,202200,2.79,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
5107,2022,00,202200,2.58,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
5108,2022,00,202200,3.11,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
5201,2022,00,202200,3.46,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
5202,2022,00,202200,3.55,5.31,,,,,2023-07-03,%,Badan Pusat Statistik,1,ind1_pertm_ekonomi,,,,
