wilayah,tahun,periode,id_periode,nilai,nasional,target RKP,target_makro_rpjmn ,target_rkpd,target_kewilayahan_rkp,versi,satuan,sumber,id_indikator,nama_indikator
9100,2016,03,201603,25.43,10.86,23.5,23.5,,,2016-07-18,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
9400,2016,03,201603,28.54,10.86,28.5,28.5,,,2016-07-18,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1000,2017,03,201703,10.64,10.64,,,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1100,2017,03,201703,16.89,10.64,13.7,13.7,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1200,2017,03,201703,10.22,10.64,8.1,8.1,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1300,2017,03,201703,6.87,10.64,5.8,5.8,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1400,2017,03,201703,7.78,10.64,5.8,5.8,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1500,2017,03,201703,8.19,10.64,5,5,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1600,2017,03,201703,13.19,10.64,10.4,10.4,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1700,2017,03,201703,16.45,10.64,12.5,12.5,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1800,2017,03,201703,13.69,10.64,12.6,12.6,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1900,2017,03,201703,5.2,10.64,3.3,3.3,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
2100,2017,03,201703,6.06,10.64,4.3,4.3,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3100,2017,03,201703,3.77,10.64,3,3,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3200,2017,03,201703,8.71,10.64,7.6,7.6,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3300,2017,03,201703,13.01,10.64,11.3,4.5,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3400,2017,03,201703,13.02,10.64,11.8,11.3,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3500,2017,03,201703,11.77,10.64,10.4,11.8,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3600,2017,03,201703,5.45,10.64,4.5,10.4,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
5100,2017,03,201703,4.25,10.64,3.5,3.5,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
5200,2017,03,201703,16.07,10.64,14.4,14.4,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
5300,2017,03,201703,21.85,10.64,15.7,15.7,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6100,2017,03,201703,7.88,10.64,7.4,7.4,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6200,2017,03,201703,5.37,10.64,5.3,5.3,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6300,2017,03,201703,4.73,10.64,3.8,3.8,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6400,2017,03,201703,6.19,10.64,4.3,4.3,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6500,2017,03,201703,7.22,10.64,5.7,5.7,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7100,2017,03,201703,8.1,10.64,6.1,6.1,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7200,2017,03,201703,14.14,10.64,11.7,11.7,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7300,2017,03,201703,9.38,10.64,7.9,7.9,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7400,2017,03,201703,12.81,10.64,11.4,11.4,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7500,2017,03,201703,17.65,10.64,14.1,14.1,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7600,2017,03,201703,11.3,10.64,8.7,8.7,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
8100,2017,03,201703,18.45,10.64,16.5,16.5,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
8200,2017,03,201703,6.35,10.64,5.6,5.6,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
9100,2017,03,201703,25.1,10.64,21.4,21.4,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
9400,2017,03,201703,27.62,10.64,26.1,26.1,,,2017-07-17,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1000,2015,09,201509,11.13,11.13,,,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1100,2015,09,201509,17.11,11.13,16.68,16.2,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1200,2015,09,201509,10.79,11.13,8.8,9.2,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1300,2015,09,201509,6.71,11.13,6.23,6.7,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1400,2015,09,201509,8.82,11.13,7.13,7.1,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1500,2015,09,201509,9.12,11.13,7.15,5.9,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1600,2015,09,201509,13.77,11.13,10.94,12.2,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1700,2015,09,201509,17.16,11.13,15.25,14.7,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1800,2015,09,201509,13.53,11.13,13.42,14.1,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1900,2015,09,201509,4.83,11.13,4.11,3.9,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
2100,2015,09,201509,5.78,11.13,5.96,5.1,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3100,2015,09,201509,3.61,11.13,2.93,3.4,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3200,2015,09,201509,9.57,11.13,8.34,8.9,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3300,2015,09,201509,13.32,11.13,12.22,5.3,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3400,2015,09,201509,13.16,11.13,13.44,13.1,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3500,2015,09,201509,12.28,11.13,10.31,13.8,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3600,2015,09,201509,5.75,11.13,4.54,12,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
5100,2015,09,201509,5.25,11.13,3.62,4,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
5200,2015,09,201509,16.54,11.13,16.79,16.9,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
5300,2015,09,201509,22.58,11.13,17.66,18.4,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6100,2015,09,201509,8.44,11.13,6.43,8.7,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6200,2015,09,201509,5.91,11.13,4.84,6,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6300,2015,09,201509,4.72,11.13,3.92,4.5,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6400,2015,09,201509,6.1,11.13,5.11,5.1,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6500,2015,09,201509,6.32,11.13,-,6.7,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7100,2015,09,201509,8.98,11.13,6.33,7.1,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7200,2015,09,201509,14.07,11.13,12.6,13.7,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7300,2015,09,201509,10.12,11.13,8.08,9.1,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7400,2015,09,201509,13.74,11.13,11.91,13.5,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7500,2015,09,201509,18.16,11.13,15.87,15.9,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7600,2015,09,201509,11.9,11.13,11.21,10.2,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
8100,2015,09,201509,19.36,11.13,16.59,18.9,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
8200,2015,09,201509,6.22,11.13,6.86,6.6,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
9100,2015,09,201509,25.73,11.13,24.84,25.6,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
9400,2015,09,201509,28.4,11.13,30.14,30.9,,,2016-01-04,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1000,2016,09,201609,10.7,10.7,,,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1100,2016,09,201609,16.43,10.7,14.9,14.9,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1200,2016,09,201609,10.27,10.7,8.7,8.7,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1300,2016,09,201609,7.14,10.7,6.2,6.2,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1400,2016,09,201609,7.67,10.7,6.4,6.4,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1500,2016,09,201609,8.37,10.7,5.4,5.4,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1600,2016,09,201609,13.39,10.7,11.3,11.3,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1700,2016,09,201609,17.03,10.7,13.6,13.6,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1800,2016,09,201609,13.86,10.7,13.6,13.6,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1900,2016,09,201609,5.04,10.7,3.6,3.6,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
2100,2016,09,201609,5.84,10.7,4.6,4.6,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3100,2016,09,201609,3.75,10.7,3.2,3.2,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3200,2016,09,201609,8.77,10.7,8.2,8.2,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3300,2016,09,201609,13.19,10.7,12.2,4.9,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3400,2016,09,201609,13.1,10.7,12.8,12.2,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3500,2016,09,201609,11.85,10.7,11.2,12.8,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3600,2016,09,201609,5.36,10.7,4.9,11.2,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
5100,2016,09,201609,4.15,10.7,3.7,3.7,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
5200,2016,09,201609,16.02,10.7,15.6,15.6,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
5300,2016,09,201609,22.01,10.7,17,17,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6100,2016,09,201609,8,10.7,8,8,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6200,2016,09,201609,5.36,10.7,5.8,5.8,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6300,2016,09,201609,4.52,10.7,4.2,4.2,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6400,2016,09,201609,6,10.7,4.7,4.7,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6500,2016,09,201609,6.99,10.7,6.2,6.2,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7100,2016,09,201609,8.2,10.7,6.6,6.6,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7200,2016,09,201609,14.09,10.7,12.7,12.7,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7300,2016,09,201609,9.24,10.7,8.5,8.5,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7400,2016,09,201609,12.77,10.7,12.4,12.4,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7500,2016,09,201609,17.63,10.7,14.7,14.7,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7600,2016,09,201609,11.19,10.7,9.4,9.4,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
8100,2016,09,201609,19.26,10.7,17.9,17.9,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
8200,2016,09,201609,6.41,10.7,6.1,6.1,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
9100,2016,09,201609,24.88,10.7,23.5,23.5,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
9400,2016,09,201609,28.4,10.7,28.5,28.5,,,2017-01-03,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1000,2017,09,201709,10.12,10.12,,,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1100,2017,09,201709,15.92,10.12,13.7,13.7,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1200,2017,09,201709,9.28,10.12,8.1,8.1,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1300,2017,09,201709,6.75,10.12,5.8,5.8,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1400,2017,09,201709,7.41,10.12,5.8,5.8,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1500,2017,09,201709,7.9,10.12,5,5,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1600,2017,09,201709,13.1,10.12,10.4,10.4,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1700,2017,09,201709,15.59,10.12,12.5,12.5,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1800,2017,09,201709,13.04,10.12,12.6,12.6,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1900,2017,09,201709,5.3,10.12,3.3,3.3,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
2100,2017,09,201709,6.13,10.12,4.3,4.3,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3100,2017,09,201709,3.78,10.12,3,3,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3200,2017,09,201709,7.83,10.12,7.6,7.6,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3300,2017,09,201709,12.23,10.12,11.3,4.5,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3400,2017,09,201709,12.36,10.12,11.8,11.3,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3500,2017,09,201709,11.2,10.12,10.4,11.8,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
3600,2017,09,201709,5.59,10.12,4.5,10.4,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
5100,2017,09,201709,4.14,10.12,3.5,3.5,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
5200,2017,09,201709,15.05,10.12,14.4,14.4,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
5300,2017,09,201709,21.38,10.12,15.7,15.7,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6100,2017,09,201709,7.86,10.12,7.4,7.4,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6200,2017,09,201709,5.26,10.12,5.3,5.3,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6300,2017,09,201709,4.7,10.12,3.8,3.8,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6400,2017,09,201709,6.08,10.12,4.3,4.3,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
6500,2017,09,201709,6.96,10.12,5.7,5.7,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7100,2017,09,201709,7.9,10.12,6.1,6.1,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7200,2017,09,201709,14.22,10.12,11.7,11.7,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7300,2017,09,201709,9.48,10.12,7.9,7.9,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7400,2017,09,201709,11.97,10.12,11.4,11.4,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7500,2017,09,201709,17.14,10.12,14.1,14.1,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
7600,2017,09,201709,11.18,10.12,8.7,8.7,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
8100,2017,09,201709,18.29,10.12,16.5,16.5,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
8200,2017,09,201709,6.44,10.12,5.6,5.6,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
9100,2017,09,201709,23.12,10.12,21.4,21.4,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
9400,2017,09,201709,27.76,10.12,26.1,26.1,,,2018-01-02,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1000,2021,03,202103,10.14,10.14,,8.5,9.7,,2021-07-15,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1100,2021,03,202103,15.33,10.14,15,13,12.43,9.6,2021-07-15,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
1200,2021,03,202103,9.01,10.14,8.8,7.95,8.04,9.6,2021-07-15,%,Badan Pusat Statistik,36,ind1_tingkatmiskin
