wilayah;tahun;periode;id_periode;nilai;nasional;target RKP;target_makro_rpjmn ;target_rkpd;target_kewilayahan_rkp;versi;satuan;sumber;id_indikator;nama_indikator
3100;2022;0;202201;4,63;5,01;;;6,9;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
3200;2022;0;202201;5,61;5,01;;;3,15;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
3300;2022;0;202201;5,16;5,01;;;3,8;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
3400;2022;0;202201;2,91;5,01;;;3,29;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
3500;2022;0;202201;5,2;5,01;;;4,07;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
3600;2022;0;202201;4,97;5,01;;;5,2;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
5100;2022;0;202201;1,46;5,01;;;6,8;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
5200;2022;0;202201;7,76;5,01;;;5,5;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
5300;2022;0;202201;1,62;5,01;;;5,01;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
6100;2022;0;202201;4,05;5,01;;;5,62;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
6200;2022;0;202201;7,32;5,01;;;5,5;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
6300;2022;0;202201;3,49;5,01;;;3,5;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
6400;2022;0;202201;1,85;5,01;;;1;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
6500;2022;0;202201;4,53;5,01;;;6,55;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
7100;2022;0;202201;3,86;5,01;;;6,6;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
7200;2022;0;202201;10,49;5,01;;;5,75;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
7300;2022;0;202201;4,27;5,01;;;6,1;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
7400;2022;0;202201;5,07;5,01;;;6;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
7500;2022;0;202201;3,17;5,01;;;5,97;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
7600;2022;0;202201;0,93;5,01;;;5,7;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
8100;2022;0;202201;3,69;5,01;;;6,32;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
8200;2022;0;202201;29,63;5,01;;;6,7;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
9100;2022;0;202201;2,85;5,01;;;7;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
9400;2022;0;202201;13,33;5,01;;;5,91;;12/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
