wilayah,tahun,periode,id_periode,nilai,nasional,target RKP,target_makro_rpjmn ,target_rkpd,target_kewilayahan_rkp,versi,satuan,sumber,id_indikator,nama_indikator
5100,2018,08,201808,1.4,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
5200,2018,08,201808,3.58,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
5300,2018,08,201808,2.85,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6100,2018,08,201808,4.18,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6200,2018,08,201808,3.91,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6300,2018,08,201808,4.35,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6400,2018,08,201808,6.41,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6500,2018,08,201808,5.11,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7100,2018,08,201808,6.61,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7200,2018,08,201808,3.37,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7300,2018,08,201808,4.94,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7400,2018,08,201808,3.19,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7500,2018,08,201808,3.7,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7600,2018,08,201808,3.01,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
8100,2018,08,201808,6.95,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
8200,2018,08,201808,4.63,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
9100,2018,08,201808,6.45,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
9400,2018,08,201808,3,5.3,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1000,2019,02,201902,4.98,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1100,2019,02,201902,5.48,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1200,2019,02,201902,5.57,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1300,2019,02,201902,5.38,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1400,2019,02,201902,5.36,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1500,2019,02,201902,3.52,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1600,2019,02,201902,4.02,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1700,2019,02,201902,2.41,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1800,2019,02,201902,3.95,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1900,2019,02,201902,3.32,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
2100,2019,02,201902,7.02,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
3100,2019,02,201902,5.5,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
3200,2019,02,201902,7.78,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
3300,2019,02,201902,4.19,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
3400,2019,02,201902,2.89,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
3500,2019,02,201902,3.77,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
3600,2019,02,201902,7.55,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
5100,2019,02,201902,1.22,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
5200,2019,02,201902,3.15,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
5300,2019,02,201902,2.98,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6100,2019,02,201902,4.06,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6200,2019,02,201902,3.21,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6300,2019,02,201902,3.41,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6400,2019,02,201902,6.65,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6500,2019,02,201902,5.84,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7100,2019,02,201902,5.17,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7200,2019,02,201902,3.46,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7300,2019,02,201902,5.1,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7400,2019,02,201902,2.88,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7500,2019,02,201902,3.25,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7600,2019,02,201902,1.29,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
8100,2019,02,201902,6.61,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
8200,2019,02,201902,4.96,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
9100,2019,02,201902,5.81,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
9400,2019,02,201902,3.22,4.98,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1000,2019,08,201908,5.23,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1100,2019,08,201908,6.17,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1200,2019,08,201908,5.39,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1300,2019,08,201908,5.38,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1400,2019,08,201908,5.76,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1500,2019,08,201908,4.06,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1600,2019,08,201908,4.53,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1700,2019,08,201908,3.26,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1800,2019,08,201908,4.03,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
1900,2019,08,201908,3.58,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
2100,2019,08,201908,7.5,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
3100,2019,08,201908,6.54,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
3200,2019,08,201908,8.04,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
3300,2019,08,201908,4.44,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
3400,2019,08,201908,3.18,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
3500,2019,08,201908,3.82,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
3600,2019,08,201908,8.11,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
5100,2019,08,201908,1.57,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
5200,2019,08,201908,3.28,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
5300,2019,08,201908,3.14,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6100,2019,08,201908,4.35,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6200,2019,08,201908,4.04,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6300,2019,08,201908,4.18,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6400,2019,08,201908,5.94,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
6500,2019,08,201908,4.49,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7100,2019,08,201908,6.01,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7200,2019,08,201908,3.11,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7300,2019,08,201908,4.62,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7400,2019,08,201908,3.52,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7500,2019,08,201908,3.76,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
7600,2019,08,201908,2.98,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
8100,2019,08,201908,6.69,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
8200,2019,08,201908,4.81,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
9100,2019,08,201908,6.43,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
9400,2019,08,201908,3.51,5.23,,,,,2023-02-10,%,Badan Pusat Statistik,6,ind1_tpt
