wilayah,tahun,periode,id_periode,nilai,nasional,target,versi,satuan,sumber,id_indikator,nama_indikator
1800,2019,0,201900,70.51,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
1900,2019,0,201900,70.5,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
2100,2019,0,201900,69.8,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
3100,2019,0,201900,72.79,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
3200,2019,0,201900,72.85,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
3300,2019,0,201900,74.23,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
3400,2019,0,201900,74.92,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
3500,2019,0,201900,71.18,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
3600,2019,0,201900,69.84,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
5100,2019,0,201900,71.99,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
5200,2019,0,201900,66.28,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
5300,2019,0,201900,66.85,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
6100,2019,0,201900,70.56,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
6200,2019,0,201900,69.69,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
6300,2019,0,201900,68.49,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
6400,2019,0,201900,74.22,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
6500,2019,0,201900,72.54,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
7100,2019,0,201900,71.58,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
7200,2019,0,201900,68.23,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
7300,2019,0,201900,70.43,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
7400,2019,0,201900,70.97,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
7500,2019,0,201900,67.93,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
7600,2019,0,201900,64.82,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
8100,2019,0,201900,65.82,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
8200,2019,0,201900,68.18,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
9100,2019,0,201900,65.9,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
9400,2019,0,201900,65.65,71.34,,2020-12-15,Tahun,Badan Pusat Statistik,8,ind1_ahh
