wilayah,tahun,periode,id_periode,nilai,nasional,target,target_makro_rpjmn ,target_rkpd,target_kewilayahan_rkp,versi,satuan,sumber,id_indikator,nama_indikator,
1209,2015,03,201503,0.26,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1210,2015,03,201503,0.15,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1211,2015,03,201503,0.34,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1212,2015,03,201503,0.09,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1213,2015,03,201503,0.42,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1214,2015,03,201503,0.62,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1215,2015,03,201503,0.27,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1216,2015,03,201503,0.18,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1217,2015,03,201503,0.30,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1218,2015,03,201503,0.30,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1219,2015,03,201503,0.31,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1220,2015,03,201503,0.22,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1221,2015,03,201503,0.18,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1222,2015,03,201503,0.29,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1223,2015,03,201503,0.36,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1224,2015,03,201503,1.60,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1225,2015,03,201503,1.72,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1271,2015,03,201503,0.69,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1272,2015,03,201503,0.46,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1273,2015,03,201503,0.32,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1274,2015,03,201503,0.29,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1275,2015,03,201503,0.24,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1276,2015,03,201503,0.17,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1277,2015,03,201503,0.53,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1278,2015,03,201503,1.16,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1301,2015,03,201503,0.71,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1302,2015,03,201503,0.15,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1303,2015,03,201503,0.30,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1304,2015,03,201503,0.25,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1305,2015,03,201503,0.06,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1306,2015,03,201503,0.20,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1307,2015,03,201503,0.17,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1308,2015,03,201503,0.18,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1309,2015,03,201503,0.20,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1310,2015,03,201503,0.22,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1311,2015,03,201503,0.25,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1312,2015,03,201503,0.32,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1371,2015,03,201503,0.09,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1372,2015,03,201503,0.08,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1373,2015,03,201503,0.03,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1374,2015,03,201503,0.08,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1375,2015,03,201503,0.23,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1376,2015,03,201503,0.13,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1377,2015,03,201503,0.09,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1401,2015,03,201503,0.36,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1402,2015,03,201503,0.36,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1403,2015,03,201503,0.40,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1404,2015,03,201503,0.65,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1405,2015,03,201503,0.12,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1406,2015,03,201503,0.32,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1407,2015,03,201503,0.34,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1408,2015,03,201503,0.25,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1409,2015,03,201503,0.34,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1410,2015,03,201503,2.03,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1471,2015,03,201503,0.08,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1473,2015,03,201503,0.11,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1501,2015,03,201503,0.36,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1502,2015,03,201503,0.32,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1503,2015,03,201503,0.18,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1504,2015,03,201503,0.54,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1505,2015,03,201503,0.13,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1506,2015,03,201503,0.45,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1507,2015,03,201503,0.61,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1508,2015,03,201503,0.11,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1509,2015,03,201503,0.12,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1571,2015,03,201503,0.25,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1572,2015,03,201503,0.12,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1601,2015,03,201503,0.47,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1602,2015,03,201503,0.85,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1603,2015,03,201503,0.54,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1604,2015,03,201503,0.70,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1605,2015,03,201503,0.40,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1606,2015,03,201503,0.65,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1607,2015,03,201503,0.75,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1608,2015,03,201503,0.34,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1609,2015,03,201503,0.34,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1610,2015,03,201503,0.73,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1611,2015,03,201503,0.38,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1612,2015,03,201503,0.50,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1613,2015,03,201503,0.73,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1671,2015,03,201503,0.49,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1672,2015,03,201503,0.47,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1673,2015,03,201503,0.40,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1674,2015,03,201503,0.57,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1701,2015,03,201503,1.34,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1702,2015,03,201503,0.74,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1703,2015,03,201503,0.56,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1704,2015,03,201503,0.83,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1705,2015,03,201503,1.32,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1706,2015,03,201503,0.74,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1707,2015,03,201503,0.42,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1708,2015,03,201503,0.67,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1709,2015,03,201503,0.27,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1771,2015,03,201503,1.42,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1801,2015,03,201503,0.56,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1802,2015,03,201503,0.46,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1803,2015,03,201503,0.71,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1804,2015,03,201503,0.63,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1805,2015,03,201503,0.59,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1806,2015,03,201503,1.14,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1807,2015,03,201503,0.49,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1808,2015,03,201503,0.51,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1809,2015,03,201503,0.75,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1810,2015,03,201503,0.25,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1811,2015,03,201503,0.24,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1812,2015,03,201503,0.36,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1813,2015,03,201503,0.64,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1871,2015,03,201503,0.24,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1872,2015,03,201503,0.37,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1901,2015,03,201503,0.10,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1902,2015,03,201503,0.23,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1903,2015,03,201503,0.05,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1904,2015,03,201503,0.20,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1905,2015,03,201503,0.07,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1906,2015,03,201503,0.18,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
1971,2015,03,201503,0.07,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
2101,2015,03,201503,0.20,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
2102,2015,03,201503,0.19,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
2103,2015,03,201503,0.07,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
2104,2015,03,201503,0.46,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
2105,2015,03,201503,0.26,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
2171,2015,03,201503,0.14,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
2172,2015,03,201503,0.27,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3101,2015,03,201503,0.29,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3171,2015,03,201503,0.07,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3172,2015,03,201503,0.12,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3173,2015,03,201503,0.02,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3174,2015,03,201503,0.03,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3175,2015,03,201503,0.19,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3201,2015,03,201503,0.46,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3202,2015,03,201503,0.25,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3203,2015,03,201503,0.45,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3204,2015,03,201503,0.43,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3205,2015,03,201503,0.54,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3206,2015,03,201503,0.45,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3207,2015,03,201503,0.30,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3208,2015,03,201503,0.62,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3209,2015,03,201503,0.57,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3210,2015,03,201503,0.60,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3211,2015,03,201503,0.45,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3212,2015,03,201503,0.62,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3213,2015,03,201503,0.81,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3214,2015,03,201503,0.37,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3215,2015,03,201503,0.34,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3216,2015,03,201503,0.16,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3217,2015,03,201503,0.59,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3218,2015,03,201503,0.43,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3271,2015,03,201503,0.33,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3272,2015,03,201503,0.41,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3273,2015,03,201503,0.19,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3274,2015,03,201503,0.26,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3275,2015,03,201503,0.15,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3276,2015,03,201503,0.06,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3277,2015,03,201503,0.21,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3278,2015,03,201503,0.69,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3279,2015,03,201503,0.11,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3301,2015,03,201503,0.76,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3302,2015,03,201503,0.71,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3303,2015,03,201503,0.85,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3304,2015,03,201503,0.93,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3305,2015,03,201503,1.19,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3306,2015,03,201503,0.63,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3307,2015,03,201503,1.60,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3308,2015,03,201503,0.32,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3309,2015,03,201503,0.50,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3310,2015,03,201503,0.72,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3311,2015,03,201503,0.25,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3312,2015,03,201503,0.50,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3313,2015,03,201503,0.40,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3314,2015,03,201503,0.76,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3315,2015,03,201503,0.65,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3316,2015,03,201503,0.54,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3317,2015,03,201503,0.99,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3318,2015,03,201503,0.55,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3319,2015,03,201503,0.17,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3320,2015,03,201503,0.28,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3321,2015,03,201503,0.60,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3322,2015,03,201503,0.30,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3323,2015,03,201503,0.47,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3324,2015,03,201503,0.57,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3325,2015,03,201503,0.43,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3326,2015,03,201503,0.46,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3327,2015,03,201503,1.24,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3328,2015,03,201503,0.36,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3329,2015,03,201503,0.93,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3371,2015,03,201503,0.31,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3372,2015,03,201503,0.40,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3373,2015,03,201503,0.26,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3374,2015,03,201503,0.09,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3375,2015,03,201503,0.15,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3376,2015,03,201503,0.35,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3401,2015,03,201503,1.24,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3402,2015,03,201503,0.89,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3403,2015,03,201503,1.33,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3404,2015,03,201503,0.37,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3471,2015,03,201503,0.23,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3501,2015,03,201503,0.90,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3502,2015,03,201503,0.33,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3503,2015,03,201503,0.59,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3504,2015,03,201503,0.30,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3505,2015,03,201503,0.38,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3506,2015,03,201503,0.45,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3507,2015,03,201503,0.55,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3508,2015,03,201503,0.41,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3509,2015,03,201503,0.33,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3510,2015,03,201503,0.20,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3511,2015,03,201503,0.39,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3512,2015,03,201503,0.59,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3513,2015,03,201503,0.97,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3514,2015,03,201503,0.31,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3515,2015,03,201503,0.14,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3516,2015,03,201503,0.43,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3517,2015,03,201503,0.39,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3518,2015,03,201503,0.42,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
3519,2015,03,201503,0.46,0.53,,,,,2015-10-21,%,Badan Pusat Statistik,38,ind1_keparahan,
