wilayah,tahun,periode,id_periode,nilai,nasional,target,target_makro_rpjmn ,target_rkpd,target_kewilayahan_rkp,versi,satuan,sumber,id_indikator,nama_indikator,
1203,2015,03,201503,11.37,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1204,2015,03,201503,15.00,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1205,2015,03,201503,11.41,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1206,2015,03,201503,10.21,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1207,2015,03,201503,8.99,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1208,2015,03,201503,12.09,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1209,2015,03,201503,10.96,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1210,2015,03,201503,9.09,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1211,2015,03,201503,9.68,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1212,2015,03,201503,4.74,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1213,2015,03,201503,11.30,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1214,2015,03,201503,19.05,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1215,2015,03,201503,9.85,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1216,2015,03,201503,11.26,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1217,2015,03,201503,14.11,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1218,2015,03,201503,9.59,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1219,2015,03,201503,12.61,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1220,2015,03,201503,10.97,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1221,2015,03,201503,8.73,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1222,2015,03,201503,11.65,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1223,2015,03,201503,11.31,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1224,2015,03,201503,32.62,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1225,2015,03,201503,29.96,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1271,2015,03,201503,13.48,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1272,2015,03,201503,15.08,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1273,2015,03,201503,10.47,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1274,2015,03,201503,12.03,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1275,2015,03,201503,9.41,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1276,2015,03,201503,7.03,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1277,2015,03,201503,8.77,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1278,2015,03,201503,25.42,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1301,2015,03,201503,15.52,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1302,2015,03,201503,8.46,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1303,2015,03,201503,10.00,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1304,2015,03,201503,7.87,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1305,2015,03,201503,5.82,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1306,2015,03,201503,8.86,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1307,2015,03,201503,7.58,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1308,2015,03,201503,7.65,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1309,2015,03,201503,8.14,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1310,2015,03,201503,7.52,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1311,2015,03,201503,7.17,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1312,2015,03,201503,7.93,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1371,2015,03,201503,4.93,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1372,2015,03,201503,4.12,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1373,2015,03,201503,2.22,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1374,2015,03,201503,6.74,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1375,2015,03,201503,5.36,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1376,2015,03,201503,6.67,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1377,2015,03,201503,5.42,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1401,2015,03,201503,10.80,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1402,2015,03,201503,7.76,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1403,2015,03,201503,8.11,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1404,2015,03,201503,12.09,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1405,2015,03,201503,5.67,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1406,2015,03,201503,9.17,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1407,2015,03,201503,11.05,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1408,2015,03,201503,7.38,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1409,2015,03,201503,7.67,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1410,2015,03,201503,34.08,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1471,2015,03,201503,3.27,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1473,2015,03,201503,5.26,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1501,2015,03,201503,8.16,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1502,2015,03,201503,9.80,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1503,2015,03,201503,10.29,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1504,2015,03,201503,10.69,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1505,2015,03,201503,4.63,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1506,2015,03,201503,14.17,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1507,2015,03,201503,12.63,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1508,2015,03,201503,7.12,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1509,2015,03,201503,5.70,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1571,2015,03,201503,9.67,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1572,2015,03,201503,3.43,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1601,2015,03,201503,13.22,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1602,2015,03,201503,17.08,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1603,2015,03,201503,14.54,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1604,2015,03,201503,18.02,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1605,2015,03,201503,15.13,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1606,2015,03,201503,18.35,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1607,2015,03,201503,12.45,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1608,2015,03,201503,11.58,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1609,2015,03,201503,11.24,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1610,2015,03,201503,14.43,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1611,2015,03,201503,13.33,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1612,2015,03,201503,14.88,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1613,2015,03,201503,19.73,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1671,2015,03,201503,12.85,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1672,2015,03,201503,12.12,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1673,2015,03,201503,9.64,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1674,2015,03,201503,15.16,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1701,2015,03,201503,22.76,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1702,2015,03,201503,18.03,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1703,2015,03,201503,14.78,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1704,2015,03,201503,22.87,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1705,2015,03,201503,22.98,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1706,2015,03,201503,13.45,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1707,2015,03,201503,12.32,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1708,2015,03,201503,16.83,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1709,2015,03,201503,8.33,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1771,2015,03,201503,21.14,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1801,2015,03,201503,14.18,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1802,2015,03,201503,14.26,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1803,2015,03,201503,16.27,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1804,2015,03,201503,16.91,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1805,2015,03,201503,13.30,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1806,2015,03,201503,23.20,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1807,2015,03,201503,14.61,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1808,2015,03,201503,10.25,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1809,2015,03,201503,17.61,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1810,2015,03,201503,11.80,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1811,2015,03,201503,8.20,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1812,2015,03,201503,8.23,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1813,2015,03,201503,15.81,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1871,2015,03,201503,10.33,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1872,2015,03,201503,10.29,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1901,2015,03,201503,5.63,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1902,2015,03,201503,8.38,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1903,2015,03,201503,3.08,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1904,2015,03,201503,5.67,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1905,2015,03,201503,3.74,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1906,2015,03,201503,7.33,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
1971,2015,03,201503,4.97,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
2101,2015,03,201503,6.60,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
2102,2015,03,201503,6.07,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
2103,2015,03,201503,4.34,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
2104,2015,03,201503,14.95,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
2105,2015,03,201503,6.58,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
2171,2015,03,201503,5.08,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
2172,2015,03,201503,9.56,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3101,2015,03,201503,11.40,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3171,2015,03,201503,3.41,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3172,2015,03,201503,3.24,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3173,2015,03,201503,4.16,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3174,2015,03,201503,3.64,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3175,2015,03,201503,5.91,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3201,2015,03,201503,8.96,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3202,2015,03,201503,8.96,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3203,2015,03,201503,12.21,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3204,2015,03,201503,8.00,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3205,2015,03,201503,12.81,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3206,2015,03,201503,11.99,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3207,2015,03,201503,8.98,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3208,2015,03,201503,13.97,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3209,2015,03,201503,14.77,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3210,2015,03,201503,14.19,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3211,2015,03,201503,11.36,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3212,2015,03,201503,14.98,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3213,2015,03,201503,12.27,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3214,2015,03,201503,9.14,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3215,2015,03,201503,10.37,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3216,2015,03,201503,5.27,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3217,2015,03,201503,12.67,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3218,2015,03,201503,10.76,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3271,2015,03,201503,7.60,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3272,2015,03,201503,8.79,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3273,2015,03,201503,4.61,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3274,2015,03,201503,10.36,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3275,2015,03,201503,5.46,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3276,2015,03,201503,2.40,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3277,2015,03,201503,5.84,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3278,2015,03,201503,16.28,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3279,2015,03,201503,7.41,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3301,2015,03,201503,14.39,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3302,2015,03,201503,17.52,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3303,2015,03,201503,19.70,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3304,2015,03,201503,18.37,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3305,2015,03,201503,20.44,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3306,2015,03,201503,14.27,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3307,2015,03,201503,21.45,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3308,2015,03,201503,13.07,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3309,2015,03,201503,12.45,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3310,2015,03,201503,14.89,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3311,2015,03,201503,9.26,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3312,2015,03,201503,12.98,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3313,2015,03,201503,12.46,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3314,2015,03,201503,14.86,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3315,2015,03,201503,13.68,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3316,2015,03,201503,13.52,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3317,2015,03,201503,19.28,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3318,2015,03,201503,11.95,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3319,2015,03,201503,7.73,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3320,2015,03,201503,8.50,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3321,2015,03,201503,14.44,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3322,2015,03,201503,8.15,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3323,2015,03,201503,11.76,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3324,2015,03,201503,11.62,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3325,2015,03,201503,11.27,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3326,2015,03,201503,12.84,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3327,2015,03,201503,18.30,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3328,2015,03,201503,10.09,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3329,2015,03,201503,19.79,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3371,2015,03,201503,9.05,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3372,2015,03,201503,10.89,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3373,2015,03,201503,5.80,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3374,2015,03,201503,4.97,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3375,2015,03,201503,8.09,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3376,2015,03,201503,8.26,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3401,2015,03,201503,21.40,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3402,2015,03,201503,16.33,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3403,2015,03,201503,21.73,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3404,2015,03,201503,9.46,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3471,2015,03,201503,8.75,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3501,2015,03,201503,16.68,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
3502,2015,03,201503,11.91,11.22,,,,,2015-10-21,%,Badan Pusat Statistik,36,ind1_tingkatmiskin,
