wilayah;tahun;periode;id_periode;nilai;nasional;target RKP;target_makro_rpjmn ;target_rkpd;target_kewilayahan_rkp;versi;satuan;sumber;id_indikator;nama_indikator
6200;2021;00;202100;3,4;3,69;5,3;6,1;5,5;3,6;05/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
6300;2021;00;202100;3,48;3,69;3,3;4,5;3,5;3,6;05/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
6400;2021;00;202100;2,48;3,69;2,9;6,7;1;3,6;05/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
6500;2021;00;202100;3,98;3,69;4,7;7,1;6,55;3,6;05/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
7100;2021;00;202100;4,16;3,69;5,6;6,6;6,6;5,4;05/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
7200;2021;00;202100;11,7;3,69;4,2;7,7;5,75;5,4;05/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
7300;2021;00;202100;4,65;3,69;6;7,5;6,1;5,4;05/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
7400;2021;00;202100;4,1;3,69;4,5;6,8;6;5,4;05/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
7500;2021;00;202100;2,41;3,69;5,6;6,8;5,97;5,4;05/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
7600;2021;00;202100;2,56;3,69;4,4;5,4;5,7;5,4;05/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
8100;2021;00;202100;3,04;3,69;5;7;6,32;5,2;05/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
8200;2021;00;202100;16,4;3,69;5,4;6,8;6,7;5,2;05/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
9100;2021;00;202100;-0,51;3,69;5,1;6,5;7;2,6;05/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
9400;2021;00;202100;15,11;3,69;1,5;5,8;5,91;2,6;05/09/2022;%;Badan Pusat Statistik;1;ind1_pertm_ekonomi
1000;2021;02;202102;6,26;6,26;;5;9,1;;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1100;2021;02;202102;6,3;6,26;9,8;6;5,6;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1200;2021;02;202102;6,01;6,26;9,3;5,3;5,4;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1300;2021;02;202102;6,67;6,26;9,2;5,3;7,77;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1400;2021;02;202102;4,96;6,26;9,9;5,8;5,96;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1500;2021;02;202102;4,76;6,26;7,4;3,5;5,8;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1600;2021;02;202102;5,17;6,26;8,4;3,8;3,87;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1700;2021;02;202102;3,72;6,26;6,5;3,3;4,9;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1800;2021;02;202102;4,54;6,26;7,9;3,6;6,3;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1900;2021;02;202102;5,04;6,26;6,6;3,1;5,5;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
2100;2021;02;202102;10,12;6,26;10,3;6,7;6,6;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
3100;2021;02;202102;8,51;6,26;10,4;5,7;4,9;9,5;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
3200;2021;02;202102;8,92;6,26;11,9;7,5;11,18;9,5;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
3300;2021;02;202102;5,96;6,26;8,4;4;5,67;9,5;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
3400;2021;02;202102;4,28;6,26;6,9;2,8;4,8;9,5;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
3500;2021;02;202102;5,17;6,26;7,9;3,4;4,01;9,5;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
3600;2021;02;202102;9,01;6,26;12,1;7,8;10,1;9,5;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
5100;2021;02;202102;5,42;6,26;5,5;1,3;1,07;9,5;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
5200;2021;02;202102;3,97;6,26;7,4;3,3;3,21;7;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
5300;2021;02;202102;3,38;6,26;6,7;2,7;3,01;7;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
6100;2021;02;202102;5,73;6,26;7,7;3,7;2,39;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
6200;2021;02;202102;4,25;6,26;7,2;3,7;4;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
6300;2021;02;202102;4,33;6,26;7,5;4;5,06;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
6400;2021;02;202102;6,81;6,26;9,9;6;8,34;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
6500;2021;02;202102;4,67;6,26;7,8;4,4;4,8;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
7100;2021;02;202102;7,28;6,26;10,1;6,5;6,6;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
7200;2021;02;202102;3,73;6,26;6,5;3,3;3,25;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
7300;2021;02;202102;5,79;6,26;8,9;5,1;7,2;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
7400;2021;02;202102;4,22;6,26;6,9;3,2;3,59;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
7500;2021;02;202102;3,41;6,26;7,1;3,4;4,92;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
7600;2021;02;202102;3,28;6,26;6,5;2,9;4,9;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
8100;2021;02;202102;6,73;6,26;10;6,7;6,54;9,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
8200;2021;02;202102;5,06;6,26;7,9;4;4,58;9,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
9100;2021;02;202102;6,18;6,26;9,3;5,8;5,87;6,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
9400;2021;02;202102;3,77;6,26;6,2;2,9;3,02;6,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1000;2021;08;202108;6,49;6,49;;5;9,1;;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1100;2021;08;202108;6,3;6,49;9,8;6;5,6;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1200;2021;08;202108;6,33;6,49;9,3;5,3;5,4;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1300;2021;08;202108;6,52;6,49;9,2;5,3;7,77;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1400;2021;08;202108;4,42;6,49;9,9;5,8;5,96;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1500;2021;08;202108;5,09;6,49;7,4;3,5;5,8;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1600;2021;08;202108;4,98;6,49;8,4;3,8;3,87;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1700;2021;08;202108;3,65;6,49;6,5;3,3;4,9;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1800;2021;08;202108;4,69;6,49;7,9;3,6;6,3;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1900;2021;08;202108;5,03;6,49;6,6;3,1;5,5;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
2100;2021;08;202108;9,91;6,49;10,3;6,7;6,6;8,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
3100;2021;08;202108;8,5;6,49;10,4;5,7;4,9;9,5;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
3200;2021;08;202108;9,82;6,49;11,9;7,5;11,18;9,5;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
3300;2021;08;202108;5,95;6,49;8,4;4;5,67;9,5;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
3400;2021;08;202108;4,56;6,49;6,9;2,8;4,8;9,5;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
3500;2021;08;202108;5,74;6,49;7,9;3,4;4,01;9,5;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
3600;2021;08;202108;8,98;6,49;12,1;7,8;10,1;9,5;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
5100;2021;08;202108;5,37;6,49;5,5;1,3;1,07;9,5;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
5200;2021;08;202108;3,01;6,49;7,4;3,3;3,21;7;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
5300;2021;08;202108;3,77;6,49;6,7;2,7;3,01;7;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
6100;2021;08;202108;5,82;6,49;7,7;3,7;2,39;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
6200;2021;08;202108;4,53;6,49;7,2;3,7;4;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
6300;2021;08;202108;4,95;6,49;7,5;4;5,06;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
6400;2021;08;202108;6,83;6,49;9,9;6;8,34;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
6500;2021;08;202108;4,58;6,49;7,8;4,4;4,8;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
7100;2021;08;202108;7,06;6,49;10,1;6,5;6,6;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
7200;2021;08;202108;3,75;6,49;6,5;3,3;3,25;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
7300;2021;08;202108;5,72;6,49;8,9;5,1;7,2;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
7400;2021;08;202108;3,92;6,49;6,9;3,2;3,59;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
7500;2021;08;202108;3,01;6,49;7,1;3,4;4,92;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
7600;2021;08;202108;3,13;6,49;6,5;2,9;4,9;8,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
8100;2021;08;202108;6,93;6,49;10;6,7;6,54;9,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
8200;2021;08;202108;4,71;6,49;7,9;4;4,58;9,1;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
9100;2021;08;202108;5,84;6,49;9,3;5,8;5,87;6,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
9400;2021;08;202108;3,33;6,49;6,2;2,9;3,02;6,8;05/09/2022;%;Badan Pusat Statistik;6;ind1_tpt
1000;2021;03;202103;10,14;10,14;;8,5;9,7;;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1100;2021;03;202103;15,33;10,14;15;13;15,5;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1200;2021;03;202103;9,01;10,14;8,8;7,95;8,04;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1300;2021;03;202103;6,63;10,14;6,4;5,46;6,15;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1400;2021;03;202103;7,12;10,14;6,8;5,85;6,62;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1500;2021;03;202103;8,09;10,14;7,1;6,85;7,221;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1600;2021;03;202103;12,84;10,14;11,8;10,95;10,78;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1700;2021;03;202103;15,22;10,14;14,1;13;14,1;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1800;2021;03;202103;12,62;10,14;12,1;11,27;12,1;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1900;2021;03;202103;4,9;10,14;4;4,16;5,5;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
2100;2021;03;202103;6,12;10,14;5,7;4,95;5,68;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
3100;2021;03;202103;4,72;10,14;3,4;3,05;2,98;7,9;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
3200;2021;03;202103;8,4;10,14;6,6;6,07;7,77;7,9;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
3300;2021;03;202103;11,79;10,14;10,1;9,43;11,02;7,9;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
3400;2021;03;202103;12,8;10,14;11,4;8,86;13,41;7,9;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
3500;2021;03;202103;11,4;10,14;9,8;9,71;10,17;7,9;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
3600;2021;03;202103;6,66;10,14;5,2;4,5;5,2;7,9;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
5100;2021;03;202103;4,53;10,14;3,3;3,33;2,95;7,9;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
5200;2021;03;202103;14,14;10,14;14,5;13;11,75;17,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
5300;2021;03;202103;20,99;10,14;20,9;17,35;21,03;17,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
6100;2021;03;202103;7,15;10,14;7,2;6,15;3,47;5,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
6200;2021;03;202103;5,16;10,14;4,2;4,44;4,82;5,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
6300;2021;03;202103;4,83;10,14;4,5;4;5,4;5,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
6400;2021;03;202103;6,54;10,14;5,7;5,25;6,88;5,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
6500;2021;03;202103;7,36;10,14;6,3;5,44;5,79;5,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
7100;2021;03;202103;7,77;10,14;7,3;6,68;7,5;9,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
7200;2021;03;202103;13;10,14;12,7;12,79;14,6;9,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
7300;2021;03;202103;8,78;10,14;8,2;8,25;9,1;9,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
7400;2021;03;202103;11,66;10,14;11,5;10,36;11,5;9,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
7500;2021;03;202103;15,61;10,14;14,1;14,6;15,05;9,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
7600;2021;03;202103;11,29;10,14;10,7;9,36;10,7;9,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
8100;2021;03;202103;17,87;10,14;17,4;16,24;15,36;12,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
8200;2021;03;202103;6,89;10,14;6,4;5,4;6,06;12,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
9100;2021;03;202103;21,84;10,14;21,8;19,01;21,67;25,5;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
9400;2021;03;202103;26,86;10,14;26,6;23,55;25,29;25,5;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1000;2021;09;202109;9,71;9,71;;8,5;9,7;;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1100;2021;09;202109;15,53;9,71;15;13;15,5;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1200;2021;09;202109;8,49;9,71;8,8;7,95;8,04;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1300;2021;09;202109;6,04;9,71;6,4;5,46;6,15;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1400;2021;09;202109;7;9,71;6,8;5,85;6,62;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1500;2021;09;202109;7,67;9,71;7,1;6,85;7,221;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1600;2021;09;202109;12,79;9,71;11,8;10,95;10,78;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1700;2021;09;202109;14,43;9,71;14,1;13;14,1;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1800;2021;09;202109;11,67;9,71;12,1;11,27;12,1;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1900;2021;09;202109;4,67;9,71;4;4,16;5,5;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
2100;2021;09;202109;5,75;9,71;5,7;4,95;5,68;9,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
3100;2021;09;202109;4,67;9,71;3,4;3,05;2,98;7,9;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
3200;2021;09;202109;7,97;9,71;6,6;6,07;7,77;7,9;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
3300;2021;09;202109;11,25;9,71;10,1;9,43;11,02;7,9;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
3400;2021;09;202109;11,91;9,71;11,4;8,86;13,41;7,9;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
3500;2021;09;202109;10,59;9,71;9,8;9,71;10,17;7,9;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
3600;2021;09;202109;6,5;9,71;5,2;4,5;5,2;7,9;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
5100;2021;09;202109;4,72;9,71;3,3;3,33;2,95;7,9;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
5200;2021;09;202109;13,83;9,71;14,5;13;11,75;17,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
5300;2021;09;202109;20,44;9,71;20,9;17,35;21,03;17,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
6100;2021;09;202109;6,84;9,71;7,2;6,15;3,47;5,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
6200;2021;09;202109;5,16;9,71;4,2;4,44;4,82;5,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
6300;2021;09;202109;4,56;9,71;4,5;4;5,4;5,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
6400;2021;09;202109;6,27;9,71;5,7;5,25;6,88;5,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
6500;2021;09;202109;6,83;9,71;6,3;5,44;5,79;5,6;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
7100;2021;09;202109;7,36;9,71;7,3;6,68;7,5;9,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
7200;2021;09;202109;12,18;9,71;12,7;12,79;14,6;9,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
7300;2021;09;202109;8,53;9,71;8,2;8,25;9,1;9,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
7400;2021;09;202109;11,74;9,71;11,5;10,36;11,5;9,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
7500;2021;09;202109;15,41;9,71;14,1;14,6;15,05;9,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
7600;2021;09;202109;11,85;9,71;10,7;9,36;10,7;9,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
8100;2021;09;202109;16,3;9,71;17,4;16,24;15,36;12,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
8200;2021;09;202109;6,38;9,71;6,4;5,4;6,06;12,8;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
9100;2021;09;202109;21,82;9,71;21,8;19,01;21,67;25,5;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
9400;2021;09;202109;27,38;9,71;26,6;23,55;25,29;25,5;05/09/2022;%;Badan Pusat Statistik;36;ind1_tingkatmiskin
1000;2021;00;202100;72,29;72,29;;;;;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
1100;2021;00;202100;72,18;72,29;;;72,15;70,1;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
1200;2021;00;202100;72;72,29;;;72,22;70,1;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
1300;2021;00;202100;72,65;72,29;;;72,99;70,1;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
1400;2021;00;202100;72,94;72,29;;;73,13;70,1;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
1500;2021;00;202100;71,63;72,29;;;72,507;70,1;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
1600;2021;00;202100;70,24;72,29;;;71,75;70,1;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
1700;2021;00;202100;71,64;72,29;;;71,25;70,1;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
1800;2021;00;202100;69,9;72,29;;;70,86;70,1;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
1900;2021;00;202100;71,69;72,29;;;71,35;70,1;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
2100;2021;00;202100;75,79;72,29;;;75,19;70,1;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
3100;2021;00;202100;81,11;72,29;;;81,2;72,7;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
3200;2021;00;202100;72,45;72,29;;;71,19;72,7;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
3300;2021;00;202100;72,16;72,29;;;72,49;72,7;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
3400;2021;00;202100;80,22;72,29;;;79,74;72,7;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
3500;2021;00;202100;72,14;72,29;;;72,13;72,7;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
3600;2021;00;202100;72,72;72,29;;;73,3;72,7;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
5100;2021;00;202100;75,69;72,29;;;75,61;72,7;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
5200;2021;00;202100;68,65;72,29;;;69,61;66,3;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
5300;2021;00;202100;65,28;72,29;;;64,9;66,3;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
6100;2021;00;202100;67,9;72,29;;;68,69;69;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
6200;2021;00;202100;71,25;72,29;;;72,5;69;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
6300;2021;00;202100;71,28;72,29;;;71;69;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
6400;2021;00;202100;76,88;72,29;;;76,8;69;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
6500;2021;00;202100;71,19;72,29;;;71,4;69;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
7100;2021;00;202100;73,3;72,29;;;72;67;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
7200;2021;00;202100;69,79;72,29;;;69;67;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
7300;2021;00;202100;72,24;72,29;;;72,22;67;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
7400;2021;00;202100;71,66;72,29;;;71,5;67;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
7500;2021;00;202100;69;72,29;;;68,45;67;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
7600;2021;00;202100;66,36;72,29;;;67,11;67;05/09/2022;;Badan Pusat Statistik;5;ind1_ipm
